Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2014-03-14T14:00:00,141,1,Preview,General Reference &amp; Learning,2
2014-03-14T14:00:00,39,1,Gmail,Email,0
2014-03-14T14:00:00,33,1,kitchentablecoders.com,Uncategorized,0
2014-03-14T14:00:00,21,1,newtab,Browsers,0
2014-03-14T14:00:00,19,1,Mail,Email,0
2014-03-14T14:00:00,1,1,divvy,General Utilities,1
2014-03-14T16:00:00,314,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-14T16:00:00,3,1,loginwindow,General Utilities,1
2014-03-14T17:00:00,554,1,Terminal,Systems Operations,2
2014-03-14T17:00:00,19,1,w3schools.com,Engineering &amp; Technology,2
2014-03-14T17:00:00,5,1,newtab,Browsers,0
2014-03-14T17:00:00,4,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-14T17:00:00,2,1,google.com,Search,2
2014-03-14T18:00:00,944,1,Terminal,Systems Operations,2
2014-03-14T18:00:00,69,1,github.com,General Software Development,2
2014-03-14T18:00:00,35,1,nodejs.org,Engineering &amp; Technology,2
2014-03-14T18:00:00,31,1,javascripter.net,Engineering &amp; Technology,2
2014-03-14T18:00:00,13,1,stackoverflow.com,General Software Development,2
2014-03-14T18:00:00,10,1,w3schools.com,Engineering &amp; Technology,2
2014-03-14T18:00:00,6,1,google.com,Search,2
2014-03-14T19:00:00,943,1,Terminal,Systems Operations,2
2014-03-14T19:00:00,45,1,System Preferences,General Utilities,1
2014-03-14T19:00:00,16,1,github.com,General Software Development,2
2014-03-14T19:00:00,4,1,loginwindow,General Utilities,1
2014-03-14T19:00:00,2,1,google.com,Search,2
2014-03-14T19:00:00,2,1,messages,Instant Message,-1
2014-03-14T20:00:00,870,1,Terminal,Systems Operations,2
2014-03-14T20:00:00,138,1,google.com,Search,2
2014-03-14T20:00:00,79,1,calendar,Calendars,0
2014-03-14T20:00:00,37,1,diveintojavascript.com,Uncategorized,0
2014-03-14T20:00:00,36,1,loginwindow,General Utilities,1
2014-03-14T20:00:00,35,1,messages,Instant Message,-1
2014-03-14T20:00:00,20,1,stackoverflow.com,General Software Development,2
2014-03-14T20:00:00,7,1,newtab,Browsers,0
2014-03-14T20:00:00,2,1,github.com,General Software Development,2
2014-03-15T00:00:00,563,1,zulip,Uncategorized,0
2014-03-15T00:00:00,380,1,Twitter,General Social Networking,2
2014-03-15T00:00:00,108,1,vimeo.com,General Entertainment,-2
2014-03-15T00:00:00,39,1,github.com,General Software Development,2
2014-03-15T00:00:00,29,1,blog.begriffs.com,Uncategorized,0
2014-03-15T00:00:00,24,1,newtab,Browsers,0
2014-03-15T00:00:00,21,1,netflix.com,Video,-2
2014-03-15T00:00:00,19,1,hackerschool.com,Uncategorized,0
2014-03-15T00:00:00,5,1,Terminal,Systems Operations,2
2014-03-15T00:00:00,5,1,diveintojavascript.com,Uncategorized,0
2014-03-15T00:00:00,4,1,t.co,General Social Networking,2
2014-03-15T00:00:00,3,1,signup.netflix.com,Video,-2
2014-03-15T02:00:00,32,1,loginwindow,General Utilities,1
2014-03-15T02:00:00,10,1,netflix.com,Video,-2
2014-03-15T02:00:00,2,1,blog.begriffs.com,Uncategorized,0
2014-03-15T10:00:00,389,1,yelp.com,Search,2
2014-03-15T10:00:00,109,1,store-locator.barnesandnoble.com,Uncategorized,0
2014-03-15T10:00:00,98,1,barnesandnoble.com,General Shopping,-2
2014-03-15T10:00:00,81,1,Gmail,Email,0
2014-03-15T10:00:00,80,1,clockworkbjj.com,Uncategorized,0
2014-03-15T10:00:00,72,1,storelocator.barnesandnoble.com,General Shopping,-2
2014-03-15T10:00:00,39,1,search.barnesandnoble.com,General Shopping,-2
2014-03-15T10:00:00,34,1,newtab,Browsers,0
2014-03-15T10:00:00,20,1,google.com,Search,2
2014-03-15T10:00:00,9,1,blog.begriffs.com,Uncategorized,0
2014-03-15T11:00:00,741,1,google.com,Search,2
2014-03-15T11:00:00,442,1,Gmail,Email,0
2014-03-15T11:00:00,105,1,blog.begriffs.com,Uncategorized,0
2014-03-15T11:00:00,95,1,weather.com,Travel &amp; Outdoors,2
2014-03-15T11:00:00,49,1,yelp.com,Search,2
2014-03-15T11:00:00,35,1,loginwindow,General Utilities,1
2014-03-15T11:00:00,31,1,search.barnesandnoble.com,General Shopping,-2
2014-03-15T11:00:00,11,1,kitchentablecoders.com,Uncategorized,0
2014-03-15T11:00:00,4,1,newtab,Browsers,0
2014-03-16T20:00:00,71,1,iTunes,Music,-2
2014-03-16T20:00:00,26,1,blog.begriffs.com,Uncategorized,0
2014-03-16T21:00:00,268,1,iPhoto,Photos,-2
2014-03-16T21:00:00,222,1,Gmail,Email,0
2014-03-16T21:00:00,127,1,iTunes,Music,-2
2014-03-16T21:00:00,120,1,dropbox.com,Intelligence,2
2014-03-16T21:00:00,98,1,Finder,General Utilities,1
2014-03-16T21:00:00,90,1,google.com/calendar,Calendars,0
2014-03-16T21:00:00,89,1,clockworkbjj.com,Uncategorized,0
2014-03-16T21:00:00,66,1,messages,Instant Message,-1
2014-03-16T21:00:00,63,1,foursquare.com,General Social Networking,2
2014-03-16T21:00:00,18,1,hamptonchutney.com,Uncategorized,0
2014-03-16T21:00:00,14,1,google.com,Search,2
2014-03-16T21:00:00,12,1,dropbox,General Utilities,1
2014-03-16T21:00:00,10,1,newtab,Browsers,0
2014-03-16T21:00:00,8,1,blog.begriffs.com,Uncategorized,0
2014-03-16T21:00:00,8,1,calendar,Calendars,0
2014-03-16T21:00:00,1,1,divvy,General Utilities,1
2014-03-16T22:00:00,1159,1,Twitter,General Social Networking,2
2014-03-16T22:00:00,625,1,zendone.com,Project Management,2
2014-03-16T22:00:00,202,1,nbillpay.verizonwireless.com,Administration,2
2014-03-16T22:00:00,173,1,Gmail,Email,0
2014-03-16T22:00:00,150,1,Adium,Instant Message,-1
2014-03-16T22:00:00,111,1,facebook.com,General Social Networking,2
2014-03-16T22:00:00,108,1,vim-adventures.com,Uncategorized,0
2014-03-16T22:00:00,106,1,google.com,Search,2
2014-03-16T22:00:00,104,1,brettterpstra.com,Engineering &amp; Technology,2
2014-03-16T22:00:00,104,1,iPhoto,Photos,-2
2014-03-16T22:00:00,82,1,theverge.com,Science &amp; Technology,-1
2014-03-16T22:00:00,71,1,tripit.com,Travel &amp; Outdoors,2
2014-03-16T22:00:00,69,1,verizonwireless.com,General Business,2
2014-03-16T22:00:00,56,1,vimeo.com,General Entertainment,-2
2014-03-16T22:00:00,56,1,evernote,Intelligence,2
2014-03-16T22:00:00,56,1,iTunes,Music,-2
2014-03-16T22:00:00,44,1,newtab,Browsers,0
2014-03-16T22:00:00,44,1,blog.madhuvishy.in,Uncategorized,0
2014-03-16T22:00:00,34,1,calendar,Calendars,0
2014-03-16T22:00:00,33,1,provender.com,Uncategorized,0
2014-03-16T22:00:00,31,1,community.zendone.com,Uncategorized,0
2014-03-16T22:00:00,27,1,cs.cmu.edu,General Reference &amp; Learning,2
2014-03-16T22:00:00,26,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-16T22:00:00,24,1,1password mini,Uncategorized,0
2014-03-16T22:00:00,21,1,cs.bell-labs.com,Uncategorized,0
2014-03-16T22:00:00,20,1,dropbox,General Utilities,1
2014-03-16T22:00:00,20,1,login.verizonwireless.com,General Business,2
2014-03-16T22:00:00,18,1,provender.org,Uncategorized,0
2014-03-16T22:00:00,8,1,fireisland.com,Uncategorized,0
2014-03-16T22:00:00,6,1,data:image,Uncategorized,0
2014-03-16T22:00:00,2,1,dock,General Utilities,1
2014-03-16T22:00:00,1,1,buff.ly,Uncategorized,0
2014-03-16T22:00:00,1,1,t.co,General Social Networking,2
2014-03-16T22:00:00,1,1,login.vzw.com,General Utilities,1
2014-03-16T23:00:00,130,1,calendar,Calendars,0
2014-03-16T23:00:00,124,1,iTunes,Music,-2
2014-03-16T23:00:00,104,1,facebook.com,General Social Networking,2
2014-03-16T23:00:00,34,1,loginwindow,General Utilities,1
2014-03-16T23:00:00,13,1,evernote,Intelligence,2
2014-03-16T23:00:00,6,1,clockworkbjj.com,Uncategorized,0
2014-03-16T23:00:00,6,1,Adium,Instant Message,-1
2014-03-16T23:00:00,4,1,github.com,General Software Development,2
2014-03-16T23:00:00,3,1,vimeo.com,General Entertainment,-2
2014-03-16T23:00:00,3,1,google chrome,Browsers,0
2014-03-16T23:00:00,2,1,blog.begriffs.com,Uncategorized,0
2014-03-16T23:00:00,2,1,diveintojavascript.com,Uncategorized,0
2014-03-16T23:00:00,1,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-16T23:00:00,1,1,google.com/calendar,Calendars,0
2014-03-17T10:00:00,113,1,developer.chrome.com,General Software Development,2
2014-03-17T10:00:00,70,1,Adium,Instant Message,-1
2014-03-17T10:00:00,25,1,google.com,Search,2
2014-03-17T10:00:00,20,1,iPhoto,Photos,-2
2014-03-17T10:00:00,10,1,calendar,Calendars,0
2014-03-17T10:00:00,1,1,divvy,General Utilities,1
2014-03-17T11:00:00,851,1,software.hixie.ch,Uncategorized,0
2014-03-17T11:00:00,821,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-17T11:00:00,727,1,Terminal,Systems Operations,2
2014-03-17T11:00:00,320,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-17T11:00:00,215,1,developer.chrome.com,General Software Development,2
2014-03-17T11:00:00,215,1,extensions,Browsers,0
2014-03-17T11:00:00,127,1,dom.spec.whatwg.org,Uncategorized,0
2014-03-17T11:00:00,107,1,dvcs.w3.org,Uncategorized,0
2014-03-17T11:00:00,80,1,stackoverflow.com,General Software Development,2
2014-03-17T11:00:00,61,1,html5doctor.com,Engineering &amp; Technology,2
2014-03-17T11:00:00,25,1,w3.org,Search,2
2014-03-17T11:00:00,16,1,google.com,Search,2
2014-03-17T11:00:00,15,1,newtab,Browsers,0
2014-03-17T11:00:00,8,1,users,General Software Development,2
2014-03-17T11:00:00,4,1,divvy,General Utilities,1
2014-03-17T11:00:00,3,1,Preview,General Reference &amp; Learning,2
2014-03-17T11:00:00,3,1,data:text,Uncategorized,0
2014-03-17T12:00:00,364,1,software.hixie.ch,Uncategorized,0
2014-03-17T12:00:00,237,1,developer.chrome.com,General Software Development,2
2014-03-17T12:00:00,152,1,annevankesteren.nl,Uncategorized,0
2014-03-17T12:00:00,150,1,dom.spec.whatwg.org,Uncategorized,0
2014-03-17T12:00:00,34,1,loginwindow,General Utilities,1
2014-03-17T12:00:00,26,1,ecma-international.org,Science &amp; Technology,-1
2014-03-17T12:00:00,16,1,heycam.github.io,Uncategorized,0
2014-03-17T12:00:00,12,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-17T12:00:00,9,1,en.wikipedia.org,General Reference &amp; Learning,2
2014-03-17T12:00:00,6,1,stackoverflow.com,General Software Development,2
2014-03-17T12:00:00,5,1,limpid.nl,Uncategorized,0
2014-03-17T12:00:00,4,1,&quot;data:,&quot;,Uncategorized,0
2014-03-17T13:00:00,800,1,developer.chrome.com,General Software Development,2
2014-03-17T13:00:00,169,1,devtools,General Software Development,2
2014-03-17T13:00:00,18,1,Terminal,Systems Operations,2
2014-03-17T13:00:00,1,1,extensions,Browsers,0
2014-03-17T14:00:00,60,1,developer.chrome.com,General Software Development,2
2014-03-17T14:00:00,35,1,loginwindow,General Utilities,1
2014-03-17T15:00:00,376,1,developer.chrome.com,General Software Development,2
2014-03-17T15:00:00,288,1,devtools,General Software Development,2
2014-03-17T16:00:00,1636,1,developer.chrome.com,General Software Development,2
2014-03-17T16:00:00,253,1,Finder,General Utilities,1
2014-03-17T16:00:00,153,1,extensions,Browsers,0
2014-03-17T16:00:00,148,1,messages,Instant Message,-1
2014-03-17T16:00:00,112,1,Terminal,Systems Operations,2
2014-03-17T16:00:00,106,1,youtube.com,Video,-2
2014-03-17T16:00:00,70,1,newtab,Browsers,0
2014-03-17T16:00:00,69,1,bnlnddkoodnllgmmaihhgigoplljikgg,Uncategorized,0
2014-03-17T16:00:00,61,1,google.com,Search,2
2014-03-17T16:00:00,45,1,chromium.org,Engineering &amp; Technology,2
2014-03-17T16:00:00,28,1,ckbpoogdkepjjkcdjkkajdfkiehfmhbm,Uncategorized,0
2014-03-17T16:00:00,7,1,Google Chrome,Browsers,0
2014-03-17T16:00:00,5,1,google chrome,Browsers,0
2014-03-17T16:00:00,2,1,stackoverflow.com,General Software Development,2
2014-03-17T16:00:00,1,1,divvy,General Utilities,1
2014-03-17T16:00:00,1,1,archive utility,General Utilities,1
2014-03-17T17:00:00,1557,1,developer.chrome.com,General Software Development,2
2014-03-17T17:00:00,502,1,evernote,Intelligence,2
2014-03-17T17:00:00,381,1,stackoverflow.com,General Software Development,2
2014-03-17T17:00:00,310,1,zendone.com,Project Management,2
2014-03-17T17:00:00,29,1,code.google.com,General Software Development,2
2014-03-17T17:00:00,18,1,google.com,Search,2
2014-03-17T17:00:00,8,1,newtab,Browsers,0
2014-03-17T17:00:00,4,1,google.com/calendar,Calendars,0
2014-03-17T18:00:00,1000,1,developer.chrome.com,General Software Development,2
2014-03-17T18:00:00,158,1,stackoverflow.com,General Software Development,2
2014-03-17T18:00:00,36,1,loginwindow,General Utilities,1
2014-03-17T18:00:00,24,1,google.com,Search,2
2014-03-17T18:00:00,9,1,newtab,Browsers,0
2014-03-18T00:00:00,1112,1,Twitter,General Social Networking,2
2014-03-18T00:00:00,128,1,github.com,General Software Development,2
2014-03-18T00:00:00,96,1,jmduke.com,Uncategorized,0
2014-03-18T00:00:00,72,1,loginwindow,General Utilities,1
2014-03-18T00:00:00,63,1,brobible.com,General Entertainment,-2
2014-03-18T00:00:00,51,1,sweetjs.org,Uncategorized,0
2014-03-18T00:00:00,41,1,newtab,Browsers,0
2014-03-18T00:00:00,32,1,youtube.com,Video,-2
2014-03-18T00:00:00,24,1,google.com,Search,2
2014-03-18T00:00:00,18,1,stackoverflow.com,General Software Development,2
2014-03-18T00:00:00,3,1,goldshowtv.com,Uncategorized,0
2014-03-18T00:00:00,1,1,t.co,General Social Networking,2
2014-03-18T10:00:00,329,1,developer.chrome.com,General Software Development,2
2014-03-18T10:00:00,282,1,stackoverflow.com,General Software Development,2
2014-03-18T10:00:00,44,1,microformats.org,Search,2
2014-03-18T10:00:00,34,1,zendone.com,Project Management,2
2014-03-18T10:00:00,3,1,google.com,Search,2
2014-03-18T11:00:00,1662,1,Terminal,Systems Operations,2
2014-03-18T11:00:00,857,1,developer.chrome.com,General Software Development,2
2014-03-18T11:00:00,123,1,zendone.com,Project Management,2
2014-03-18T11:00:00,94,1,localhost:8000,Quality Assurance,2
2014-03-18T11:00:00,76,1,extensions,Browsers,0
2014-03-18T11:00:00,42,1,code.google.com,General Software Development,2
2014-03-18T11:00:00,35,1,loginwindow,General Utilities,1
2014-03-18T11:00:00,35,1,newtab,Browsers,0
2014-03-18T11:00:00,23,1,w3schools.com,Engineering &amp; Technology,2
2014-03-18T11:00:00,22,1,evernote,Intelligence,2
2014-03-18T11:00:00,15,1,google.com,Search,2
2014-03-18T11:00:00,1,1,divvy,General Utilities,1
2014-03-18T12:00:00,834,1,Terminal,Systems Operations,2
2014-03-18T12:00:00,594,1,github.com,General Software Development,2
2014-03-18T12:00:00,519,1,iTerm,Systems Operations,2
2014-03-18T12:00:00,368,1,localhost:8000,Quality Assurance,2
2014-03-18T12:00:00,198,1,developer.chrome.com,General Software Development,2
2014-03-18T12:00:00,96,1,w3schools.com,Engineering &amp; Technology,2
2014-03-18T12:00:00,68,1,newtab,Browsers,0
2014-03-18T12:00:00,63,1,google.com,Search,2
2014-03-18T12:00:00,58,1,stackoverflow.com,General Software Development,2
2014-03-18T12:00:00,39,1,catonmat.net,Engineering &amp; Technology,2
2014-03-18T12:00:00,35,1,loginwindow,General Utilities,1
2014-03-18T12:00:00,31,1,Twitter,General Social Networking,2
2014-03-18T12:00:00,27,1,extensions,Browsers,0
2014-03-18T12:00:00,26,1,history,Browsers,0
2014-03-18T12:00:00,16,1,vim.org,General News &amp; Opinion,-2
2014-03-18T12:00:00,2,1,w3.org,Search,2
2014-03-18T12:00:00,1,1,code.google.com,General Software Development,2
2014-03-18T14:00:00,890,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-18T14:00:00,680,1,iTerm,Systems Operations,2
2014-03-18T14:00:00,499,1,hacks.mozilla.org,Engineering &amp; Technology,2
2014-03-18T14:00:00,294,1,github.com,General Software Development,2
2014-03-18T14:00:00,192,1,powerline.readthedocs.org,Uncategorized,0
2014-03-18T14:00:00,137,1,jsbin.com,Engineering &amp; Technology,2
2014-03-18T14:00:00,136,1,productforums.google.com,General Software Development,2
2014-03-18T14:00:00,73,1,w3schools.com,Engineering &amp; Technology,2
2014-03-18T14:00:00,59,1,stackoverflow.com,General Software Development,2
2014-03-18T14:00:00,44,1,zendone.com,Project Management,2
2014-03-18T14:00:00,32,1,newtab,Browsers,0
2014-03-18T14:00:00,27,1,google.com,Search,2
2014-03-18T14:00:00,23,1,developer.chrome.com,General Software Development,2
2014-03-18T14:00:00,20,1,askubuntu.com,Engineering &amp; Technology,2
2014-03-18T14:00:00,1,1,Twitter,General Social Networking,2
2014-03-18T14:00:00,1,1,localhost:8000,Quality Assurance,2
2014-03-18T15:00:00,1267,1,iTerm,Systems Operations,2
2014-03-18T15:00:00,380,1,localhost:8000,Quality Assurance,2
2014-03-18T15:00:00,257,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-18T15:00:00,120,1,google.com,Search,2
2014-03-18T15:00:00,114,1,github.com,General Software Development,2
2014-03-18T15:00:00,96,1,zendone.com,Project Management,2
2014-03-18T15:00:00,76,1,extensions,Browsers,0
2014-03-18T15:00:00,26,1,newtab,Browsers,0
2014-03-18T15:00:00,24,1,developer.chrome.com,General Software Development,2
2014-03-18T15:00:00,23,1,unix.stackexchange.com,General Reference &amp; Learning,2
2014-03-18T16:00:00,1661,1,code.google.com,General Software Development,2
2014-03-18T16:00:00,357,1,iTerm,Systems Operations,2
2014-03-18T16:00:00,162,1,localhost:8000,Quality Assurance,2
2014-03-18T16:00:00,79,1,youtube.com,Video,-2
2014-03-18T16:00:00,35,1,loginwindow,General Utilities,1
2014-03-18T16:00:00,22,1,hacks.mozilla.org,Engineering &amp; Technology,2
2014-03-18T16:00:00,21,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-18T16:00:00,9,1,extensions,Browsers,0
2014-03-18T17:00:00,822,1,iTerm,Systems Operations,2
2014-03-18T17:00:00,329,1,Gmail,Email,0
2014-03-18T17:00:00,180,1,localhost:8000,Quality Assurance,2
2014-03-18T17:00:00,174,1,zendone.com,Project Management,2
2014-03-18T17:00:00,154,1,clockworkbjj.com,Uncategorized,0
2014-03-18T17:00:00,71,1,loginwindow,General Utilities,1
2014-03-18T17:00:00,52,1,hacks.mozilla.org,Engineering &amp; Technology,2
2014-03-18T17:00:00,44,1,extensions,Browsers,0
2014-03-18T17:00:00,34,1,github.com,General Software Development,2
2014-03-18T17:00:00,33,1,developer.chrome.com,General Software Development,2
2014-03-18T17:00:00,8,1,code.google.com,General Software Development,2
2014-03-18T17:00:00,3,1,newtab,Browsers,0
2014-03-18T17:00:00,2,1,stackoverflow.com,General Software Development,2
2014-03-18T19:00:00,118,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-18T19:00:00,118,1,hacks.mozilla.org,Engineering &amp; Technology,2
2014-03-18T19:00:00,53,1,iTerm,Systems Operations,2
2014-03-18T19:00:00,31,1,dvcs.w3.org,Uncategorized,0
2014-03-18T19:00:00,15,1,code.google.com,General Software Development,2
2014-03-18T19:00:00,9,1,newtab,Browsers,0
2014-03-18T19:00:00,4,1,youtube.com,Video,-2
2014-03-18T19:00:00,4,1,google.com,Search,2
2014-03-18T19:00:00,4,1,jsbin.com,Engineering &amp; Technology,2
2014-03-18T19:00:00,3,1,developer.chrome.com,General Software Development,2
2014-03-18T19:00:00,1,1,github.com,General Software Development,2
2014-03-18T19:00:00,1,1,stackoverflow.com,General Software Development,2
2014-03-18T20:00:00,1578,1,iTerm,Systems Operations,2
2014-03-18T20:00:00,396,1,stackoverflow.com,General Software Development,2
2014-03-18T20:00:00,257,1,localhost:8000,Quality Assurance,2
2014-03-18T20:00:00,184,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-18T20:00:00,132,1,w3schools.com,Engineering &amp; Technology,2
2014-03-18T20:00:00,39,1,extensions,Browsers,0
2014-03-18T20:00:00,35,1,loginwindow,General Utilities,1
2014-03-18T20:00:00,16,1,newtab,Browsers,0
2014-03-18T20:00:00,12,1,zendone.com,Project Management,2
2014-03-18T20:00:00,11,1,Gmail,Email,0
2014-03-18T20:00:00,10,1,google.com,Search,2
2014-03-18T20:00:00,3,1,github.com,General Software Development,2
2014-03-18T20:00:00,2,1,developer.chrome.com,General Software Development,2
2014-03-18T23:00:00,1224,1,blog.reverberate.org,Uncategorized,0
2014-03-18T23:00:00,1211,1,Twitter,General Social Networking,2
2014-03-18T23:00:00,164,1,Google+,General Social Networking,2
2014-03-18T23:00:00,89,1,messages,Instant Message,-1
2014-03-18T23:00:00,66,1,illinois.edu,General Reference &amp; Learning,2
2014-03-18T23:00:00,27,1,facebook.com,General Social Networking,2
2014-03-18T23:00:00,18,1,javascript.spec.whatwg.org,Uncategorized,0
2014-03-18T23:00:00,8,1,newtab,Browsers,0
2014-03-18T23:00:00,8,1,Gmail,Email,0
2014-03-18T23:00:00,7,1,github.com,General Software Development,2
2014-03-18T23:00:00,2,1,developer.chrome.com,General Software Development,2
2014-03-18T23:00:00,2,1,localhost:8000,Quality Assurance,2
2014-03-18T23:00:00,2,1,t.co,General Social Networking,2
2014-03-18T23:00:00,2,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-19T00:00:00,36,1,loginwindow,General Utilities,1
2014-03-19T10:00:00,147,1,iTerm,Systems Operations,2
2014-03-19T10:00:00,4,1,github.com,General Software Development,2
2014-03-19T10:00:00,2,1,facebook.com,General Social Networking,2
2014-03-19T11:00:00,1812,1,iTerm,Systems Operations,2
2014-03-19T11:00:00,476,1,Adium,Instant Message,-1
2014-03-19T11:00:00,402,1,localhost:8000,Quality Assurance,2
2014-03-19T11:00:00,338,1,w3schools.com,Engineering &amp; Technology,2
2014-03-19T11:00:00,227,1,hacks.mozilla.org,Engineering &amp; Technology,2
2014-03-19T11:00:00,74,1,javascriptkit.com,Engineering &amp; Technology,2
2014-03-19T11:00:00,70,1,google.com,Search,2
2014-03-19T11:00:00,68,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-19T11:00:00,65,1,zendone.com,Project Management,2
2014-03-19T11:00:00,30,1,extensions,Browsers,0
2014-03-19T11:00:00,12,1,stackoverflow.com,General Software Development,2
2014-03-19T11:00:00,7,1,jsfiddle.net,General Software Development,2
2014-03-19T11:00:00,7,1,developer.chrome.com,General Software Development,2
2014-03-19T11:00:00,3,1,newtab,Browsers,0
2014-03-19T11:00:00,2,1,Gmail,Email,0
2014-03-19T11:00:00,1,1,github.com,General Software Development,2
2014-03-19T12:00:00,1242,1,iTerm,Systems Operations,2
2014-03-19T12:00:00,395,1,localhost:8000,Quality Assurance,2
2014-03-19T12:00:00,148,1,stackoverflow.com,General Software Development,2
2014-03-19T12:00:00,121,1,w3schools.com,Engineering &amp; Technology,2
2014-03-19T12:00:00,102,1,wolframalpha.com,Search,2
2014-03-19T12:00:00,88,1,hackerschool.com,Uncategorized,0
2014-03-19T12:00:00,70,1,loginwindow,General Utilities,1
2014-03-19T12:00:00,56,1,javascript.about.com,Search,2
2014-03-19T12:00:00,54,1,phpied.com,Uncategorized,0
2014-03-19T12:00:00,51,1,google.com,Search,2
2014-03-19T12:00:00,29,1,newtab,Browsers,0
2014-03-19T12:00:00,22,1,webdeveloper.com,Search,2
2014-03-19T12:00:00,22,1,extensions,Browsers,0
2014-03-19T12:00:00,6,1,coderanch.com,General Software Development,2
2014-03-19T12:00:00,5,1,developer.chrome.com,General Software Development,2
2014-03-19T12:00:00,3,1,zendone.com,Project Management,2
2014-03-19T13:00:00,185,1,iTerm,Systems Operations,2
2014-03-19T13:00:00,89,1,haacked.com,General News &amp; Opinion,-2
2014-03-19T13:00:00,59,1,google.com,Search,2
2014-03-19T13:00:00,49,1,localhost:8000,Quality Assurance,2
2014-03-19T13:00:00,29,1,stackoverflow.com,General Software Development,2
2014-03-19T13:00:00,23,1,messages,Instant Message,-1
2014-03-19T13:00:00,10,1,newtab,Browsers,0
2014-03-19T13:00:00,10,1,coderanch.com,General Software Development,2
2014-03-19T13:00:00,8,1,developer.chrome.com,General Software Development,2
2014-03-19T13:00:00,3,1,github.com,General Software Development,2
2014-03-19T13:00:00,3,1,zendone.com,Project Management,2
2014-03-19T13:00:00,3,1,extensions,Browsers,0
2014-03-19T14:00:00,1275,1,iTerm,Systems Operations,2
2014-03-19T14:00:00,1041,1,code.google.com,General Software Development,2
2014-03-19T14:00:00,595,1,Twitter,General Social Networking,2
2014-03-19T14:00:00,230,1,hacks.mozilla.org,Engineering &amp; Technology,2
2014-03-19T14:00:00,129,1,w3schools.com,Engineering &amp; Technology,2
2014-03-19T14:00:00,82,1,haacked.com,General News &amp; Opinion,-2
2014-03-19T14:00:00,60,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-19T14:00:00,49,1,localhost:8000,Quality Assurance,2
2014-03-19T14:00:00,44,1,newtab,Browsers,0
2014-03-19T14:00:00,38,1,history,Browsers,0
2014-03-19T14:00:00,30,1,google.com,Search,2
2014-03-19T14:00:00,13,1,loginwindow,General Utilities,1
2014-03-19T14:00:00,7,1,zendone.com,Project Management,2
2014-03-19T14:00:00,5,1,dom.spec.whatwg.org,Uncategorized,0
2014-03-19T14:00:00,1,1,extensions,Browsers,0
2014-03-19T15:00:00,743,1,code.google.com,General Software Development,2
2014-03-19T15:00:00,722,1,google.com,Search,2
2014-03-19T15:00:00,503,1,iTerm,Systems Operations,2
2014-03-19T15:00:00,198,1,eventbrite.com,Calendars,0
2014-03-19T15:00:00,185,1,messages,Instant Message,-1
2014-03-19T15:00:00,71,1,loginwindow,General Utilities,1
2014-03-19T15:00:00,71,1,lovinghut.us,Uncategorized,0
2014-03-19T15:00:00,58,1,yelp.com,Search,2
2014-03-19T15:00:00,57,1,newtab,Browsers,0
2014-03-19T16:00:00,959,1,code.google.com,General Software Development,2
2014-03-19T16:00:00,115,1,google.com,Search,2
2014-03-19T16:00:00,94,1,updates.html5rocks.com,Uncategorized,0
2014-03-19T16:00:00,35,1,loginwindow,General Utilities,1
2014-03-19T16:00:00,27,1,localhost:8000,Quality Assurance,2
2014-03-19T16:00:00,21,1,stackoverflow.com,General Software Development,2
2014-03-19T16:00:00,19,1,iTerm,Systems Operations,2
2014-03-19T16:00:00,12,1,mutation-summary.googlecode.com,Uncategorized,0
2014-03-19T16:00:00,11,1,newtab,Browsers,0
2014-03-19T16:00:00,4,1,developer.mozilla.org,Engineering &amp; Technology,2
2014-03-19T16:00:00,3,1,extensions,Browsers,0
2014-03-19T16:00:00,2,1,github.com,General Software Development,2
2014-03-19T23:00:00,16,1,github.com,General Software Development,2
2014-03-19T23:00:00,13,1,code.google.com,General Software Development,2
2014-03-19T23:00:00,11,1,newtab,Browsers,0
2014-03-19T23:00:00,5,1,Twitter,General Social Networking,2
2014-03-20T00:00:00,967,1,Twitter,General Social Networking,2
2014-03-20T00:00:00,629,1,facebook.com,General Social Networking,2
2014-03-20T00:00:00,116,1,kitchentablecoders.com,Uncategorized,0
2014-03-20T00:00:00,35,1,loginwindow,General Utilities,1
2014-03-20T00:00:00,31,1,kovasboguta.com,Uncategorized,0
2014-03-20T00:00:00,22,1,github.com,General Software Development,2
2014-03-20T00:00:00,20,1,Mail,Email,0
